pair,country_code_alpha2_A,country_code_alpha2_B,Overall_Similarity,country_code_alpha3_A,country_code_alpha3_B
"('ID', 'SA')",ID,SA,0.2833042995190236,IDN,SAU
"('IL', 'TR')",IL,TR,0.28306124616456807,ISR,TUR
"('CN', 'SG')",CN,SG,0.2822212132632438,CHN,SGP
"('CN', 'IN')",CN,IN,0.2820475363825554,CHN,IND
"('IN', 'LI')",IN,LI,0.28090876239036144,IND,LIE
"('ES', 'TR')",ES,TR,0.2784381707326977,ESP,TUR
"('SK', 'RU')",SK,RU,0.2780323459530669,SVK,RUS
"('SA', 'LI')",SA,LI,0.27768794454194046,SAU,LIE
"('CL', 'TR')",CL,TR,0.27629687783043444,CHL,TUR
"('PE', 'IN')",PE,IN,0.27589510551734286,PER,IND
"('SG', 'SA')",SG,SA,0.27529504838205165,SGP,SAU
"('JP', 'IN')",JP,IN,0.269830095323509,JPN,IND
"('BG', 'IN')",BG,IN,0.2694472140767654,BGR,IND
"('CO', 'IN')",CO,IN,0.2683366957297406,COL,IND
"('DK', 'TR')",DK,TR,0.2664499965626492,DNK,TUR
"('CZ', 'SA')",CZ,SA,0.2663933884503591,CZE,SAU
"('FI', 'TR')",FI,TR,0.2657883968558543,FIN,TUR
"('BZ', 'CN')",BZ,CN,0.26348058338018565,BLZ,CHN
"('IN', 'BR')",IN,BR,0.2630924526237661,IND,BRA
"('CN', 'RS')",CN,RS,0.2601741244829796,CHN,SRB
"('PT', 'SA')",PT,SA,0.2601551192027014,PRT,SAU
"('KE', 'IN')",KE,IN,0.26005672179555306,KEN,IND
"('CL', 'SA')",CL,SA,0.25948785156507337,CHL,SAU
"('PE', 'SA')",PE,SA,0.25771141161936595,PER,SAU
"('IN', 'SC')",IN,SC,0.2572060057864187,IND,SYC
"('IN', 'AT')",IN,AT,0.25703214140532005,IND,AUT
"('IS', 'SA')",IS,SA,0.2554941736843407,ISL,SAU
"('FI', 'SA')",FI,SA,0.2552976599442901,FIN,SAU
"('ZA', 'IN')",ZA,IN,0.2542860507883673,ZAF,IND
"('US', 'IN')",US,IN,0.25419100150486695,USA,IND
"('CO', 'SA')",CO,SA,0.25366752677018456,COL,SAU
"('NZ', 'IN')",NZ,IN,0.25360658308255424,NZL,IND
"('UA', 'SA')",UA,SA,0.2531471956269895,UKR,SAU
"('JP', 'SA')",JP,SA,0.2529868956015806,JPN,SAU
"('NL', 'SA')",NL,SA,0.2524084120240373,NLD,SAU
"('LT', 'IN')",LT,IN,0.2516433138873544,LTU,IND
"('NZ', 'SA')",NZ,SA,0.25134866856800453,NZL,SAU
"('NO', 'TR')",NO,TR,0.25060504670107187,NOR,TUR
"('CA', 'TR')",CA,TR,0.2501714196175442,CAN,TUR
"('SK', 'IN')",SK,IN,0.24937347005213462,SVK,IND
"('BR', 'SA')",BR,SA,0.24917199438129845,BRA,SAU
"('KE', 'SA')",KE,SA,0.2480603011769673,KEN,SAU
"('US', 'SA')",US,SA,0.2477209296060754,USA,SAU
"('MX', 'IN')",MX,IN,0.2474136540466123,MEX,IND
"('SA', 'CR')",SA,CR,0.24716870557437898,SAU,CRI
"('AU', 'IN')",AU,IN,0.24665160587382973,AUS,IND
"('KR', 'MY')",KR,MY,0.2459524740580208,KOR,MYS
"('SE', 'TR')",SE,TR,0.24552214967607744,SWE,TUR
"('TR', 'DZ')",TR,DZ,0.2451549841588364,TUR,DZA
"('LT', 'SA')",LT,SA,0.2429417092107471,LTU,SAU
"('ZA', 'SA')",ZA,SA,0.24243536833758306,ZAF,SAU
"('HU', 'SA')",HU,SA,0.2423554438360671,HUN,SAU
"('IN', 'CZ')",IN,CZ,0.24192556176120072,IND,CZE
"('KR', 'HK')",KR,HK,0.24117096788394798,KOR,HKG
"('IL', 'SA')",IL,SA,0.24112856520237613,ISR,SAU
"('RU', 'LI')",RU,LI,0.23999531238815375,RUS,LIE
"('IN', 'PT')",IN,PT,0.2396751649134805,IND,PRT
"('SA', 'AT')",SA,AT,0.23931248469726385,SAU,AUT
"('KR', 'CN')",KR,CN,0.23856627434291422,KOR,CHN
"('SC', 'SA')",SC,SA,0.23818686601298322,SYC,SAU
"('HU', 'IN')",HU,IN,0.237881927097363,HUN,IND
"('IN', 'IS')",IN,IS,0.23785343965072803,IND,ISL
"('ES', 'SA')",ES,SA,0.23734378411580737,ESP,SAU
"('AU', 'SA')",AU,SA,0.2369197292846672,AUS,SAU
"('DK', 'SA')",DK,SA,0.23676112255921922,DNK,SAU
"('FR', 'TR')",FR,TR,0.23613730937557953,FRA,TUR
"('IN', 'MD')",IN,MD,0.23583366615632484,IND,MDA
"('NL', 'IN')",NL,IN,0.23551685953788426,NLD,IND
"('LU', 'TR')",LU,TR,0.23529142649116763,LUX,TUR
"('TR', 'GR')",TR,GR,0.23485963286175615,TUR,GRC
"('ID', 'IN')",ID,IN,0.23443326376141194,IDN,IND
"('MX', 'SA')",MX,SA,0.2343140916453179,MEX,SAU
"('RO', 'TR')",RO,TR,0.2331910196413668,ROU,TUR
"('ES', 'IN')",ES,IN,0.23267019134937694,ESP,IND
"('MD', 'SA')",MD,SA,0.23212544339913888,MDA,SAU
"('ID', 'RU')",ID,RU,0.23208122428878075,IDN,RUS
"('JP', 'RU')",JP,RU,0.23078477870488934,JPN,RUS
"('NO', 'SA')",NO,SA,0.23002506798062827,NOR,SAU
"('PE', 'RU')",PE,RU,0.2296216598530083,PER,RUS
"('VN', 'CN')",VN,CN,0.22911651550202816,VNM,CHN
"('CL', 'RU')",CL,RU,0.22840176228992815,CHL,RUS
"('CO', 'RU')",CO,RU,0.22527342777199977,COL,RUS
"('BE', 'TR')",BE,TR,0.22478062415513456,BEL,TUR
"('DZ', 'SA')",DZ,SA,0.22468459678082908,DZA,SAU
"('RU', 'CZ')",RU,CZ,0.22425491980252277,RUS,CZE
"('RU', 'BR')",RU,BR,0.22398799146547765,RUS,BRA
"('SE', 'SA')",SE,SA,0.22352227003396985,SWE,SAU
"('TW', 'TR')",TW,TR,0.22254913484065875,TWN,TUR
"('LU', 'SA')",LU,SA,0.22222166647184893,LUX,SAU
"('NZ', 'RU')",NZ,RU,0.22209061759919924,NZL,RUS
"('RU', 'PT')",RU,PT,0.22136908659322163,RUS,PRT
"('RU', 'CR')",RU,CR,0.22119738619265816,RUS,CRI
"('IN', 'PL')",IN,PL,0.2208652916386029,IND,POL
"('KE', 'RU')",KE,RU,0.22022029504872986,KEN,RUS
"('IN', 'IL')",IN,IL,0.21963026251989937,IND,ISR
"('BG', 'SA')",BG,SA,0.21912148134556597,BGR,SAU
"('RU', 'IS')",RU,IS,0.21884917122098635,RUS,ISL
"('RU', 'MY')",RU,MY,0.21689364184585624,RUS,MYS
"('CA', 'SA')",CA,SA,0.2168820266276852,CAN,SAU
"('US', 'RU')",US,RU,0.21685317227528034,USA,RUS
"('NL', 'RU')",NL,RU,0.21609512946790577,NLD,RUS
"('FR', 'SA')",FR,SA,0.21594567696188793,FRA,SAU
"('RU', 'AT')",RU,AT,0.21391790565753444,RUS,AUT
"('IN', 'CA')",IN,CA,0.21296333910039544,IND,CAN
"('LT', 'RU')",LT,RU,0.2119722220187069,LTU,RUS
"('ZA', 'RU')",ZA,RU,0.21182850154223465,ZAF,RUS
"('MX', 'RU')",MX,RU,0.21180332906548704,MEX,RUS
"('SE', 'IN')",SE,IN,0.2111576474065292,SWE,IND
"('RO', 'SA')",RO,SA,0.21113739308730972,ROU,SAU
"('BE', 'SA')",BE,SA,0.21061262380854018,BEL,SAU
"('TW', 'RU')",TW,RU,0.2093553362209024,TWN,RUS
"('IN', 'DK')",IN,DK,0.20884154047326442,IND,DNK
"('MD', 'RU')",MD,RU,0.20816519431403868,MDA,RUS
"('SA', 'GR')",SA,GR,0.20776887979879888,SAU,GRC
"('RU', 'IL')",RU,IL,0.20720017198009322,RUS,ISR
"('HU', 'RU')",HU,RU,0.20707423740165254,HUN,RUS
"('RU', 'SC')",RU,SC,0.20698595141400944,RUS,SYC
"('AU', 'RU')",AU,RU,0.20582322307115175,AUS,RUS
"('ES', 'RU')",ES,RU,0.20505325272598807,ESP,RUS
"('IN', 'GR')",IN,GR,0.20272062259494739,IND,GRC
"('TW', 'SA')",TW,SA,0.2024990016946826,TWN,SAU
"('RO', 'IN')",RO,IN,0.20067623933085876,ROU,IND
"('RU', 'FI')",RU,FI,0.19915309483575516,RUS,FIN
"('RS', 'SA')",RS,SA,0.19871061681011848,SRB,SAU
"('VN', 'SA')",VN,SA,0.19841342849047428,VNM,SAU
"('IN', 'DZ')",IN,DZ,0.1978510567420918,IND,DZA
"('FR', 'IN')",FR,IN,0.19774434362555682,FRA,IND
"('IN', 'BE')",IN,BE,0.19766075355830726,IND,BEL
"('IN', 'MY')",IN,MY,0.19732821143090384,IND,MYS
"('IN', 'NO')",IN,NO,0.19714071698923963,IND,NOR
"('RU', 'DZ')",RU,DZ,0.19586727802260417,RUS,DZA
"('BZ', 'SA')",BZ,SA,0.19520693324393845,BLZ,SAU
"('RU', 'DK')",RU,DK,0.1949542433937641,RUS,DNK
"('IN', 'TW')",IN,TW,0.19357462241319023,IND,TWN
"('IN', 'FI')",IN,FI,0.1930273698584789,IND,FIN
"('SE', 'RU')",SE,RU,0.19271170901932444,SWE,RUS
"('KR', 'PE')",KR,PE,0.19265909215163046,KOR,PER
"('KR', 'LI')",KR,LI,0.19257704175001,KOR,LIE
"('CO', 'KR')",CO,KR,0.19016289257210972,COL,KOR
"('LU', 'IN')",LU,IN,0.18944827162636735,LUX,IND
"('NO', 'RU')",NO,RU,0.18891702887074346,NOR,RUS
"('RU', 'CA')",RU,CA,0.18669417602668226,RUS,CAN
"('KR', 'BR')",KR,BR,0.18486380379074407,KOR,BRA
"('BG', 'RU')",BG,RU,0.18460799203685518,BGR,RUS
"('RO', 'RU')",RO,RU,0.18389611490351576,ROU,RUS
"('KR', 'CR')",KR,CR,0.18351022108791515,KOR,CRI
"('LU', 'RU')",LU,RU,0.18291000098757826,LUX,RUS
"('KR', 'JP')",KR,JP,0.1818704634746071,KOR,JPN
"('FR', 'RU')",FR,RU,0.1817115582511627,FRA,RUS
"('KR', 'US')",KR,US,0.17860664108297986,KOR,USA
"('KR', 'KE')",KR,KE,0.17789389454833016,KOR,KEN
"('KR', 'SK')",KR,SK,0.17776123924411302,KOR,SVK
"('KR', 'NZ')",KR,NZ,0.1771323581455837,KOR,NZL
"('RU', 'GR')",RU,GR,0.17630950709910853,RUS,GRC
"('KR', 'NL')",KR,NL,0.17580819960961447,KOR,NLD
"('RU', 'BE')",RU,BE,0.17575753304537478,RUS,BEL
"('KR', 'CZ')",KR,CZ,0.17553666966744752,KOR,CZE
"('KR', 'ZA')",KR,ZA,0.1745663155333983,KOR,ZAF
"('KR', 'ID')",KR,ID,0.17413551885603096,KOR,IDN
"('KR', 'PT')",KR,PT,0.17372489478061437,KOR,PRT
"('KR', 'AT')",KR,AT,0.17292283180246515,KOR,AUT
"('KR', 'SC')",KR,SC,0.1719164811712165,KOR,SYC
"('KR', 'PL')",KR,PL,0.17170461585176178,KOR,POL
"('UA', 'KR')",UA,KR,0.17030109410024918,UKR,KOR
"('KR', 'IS')",KR,IS,0.1694406505680538,KOR,ISL
"('BZ', 'RU')",BZ,RU,0.16904619443625357,BLZ,RUS
"('KR', 'HU')",KR,HU,0.16900734828121233,KOR,HUN
"('KR', 'LT')",KR,LT,0.16852404531323584,KOR,LTU
"('KR', 'AU')",KR,AU,0.16708358534384682,KOR,AUS
"('KR', 'MX')",KR,MX,0.1669403901828148,KOR,MEX
"('AD', 'SA')",AD,SA,0.1641641894914071,AND,SAU
"('BZ', 'TR')",BZ,TR,0.1636535130061193,BLZ,TUR
"('KR', 'MD')",KR,MD,0.16325217018791105,KOR,MDA
"('KR', 'IN')",KR,IN,0.16051639330065426,KOR,IND
"('KR', 'ES')",KR,ES,0.16035008559822095,KOR,ESP
"('SG', 'TR')",SG,TR,0.16033993104157718,SGP,TUR
"('KR', 'IL')",KR,IL,0.15877981801446384,KOR,ISR
"('IN', 'SA')",IN,SA,0.1551576255827013,IND,SAU
"('KR', 'CL')",KR,CL,0.1549178647519689,KOR,CHL
"('KR', 'DK')",KR,DK,0.15218369443233015,KOR,DNK
"('KR', 'DZ')",KR,DZ,0.15087226640329188,KOR,DZA
"('KR', 'SE')",KR,SE,0.150133548674659,KOR,SWE
"('RU', 'VE')",RU,VE,0.14952460454127536,RUS,VEN
"('RU', 'RS')",RU,RS,0.1492622412426975,RUS,SRB
"('KR', 'CA')",KR,CA,0.14798645041373204,KOR,CAN
"('KR', 'FI')",KR,FI,0.1479722559571207,KOR,FIN
"('SG', 'RU')",SG,RU,0.14776766789643236,SGP,RUS
"('KR', 'TW')",KR,TW,0.1475095566837108,KOR,TWN
"('VN', 'RU')",VN,RU,0.14691211282049665,VNM,RUS
"('KR', 'NO')",KR,NO,0.14620122550324333,KOR,NOR
"('RS', 'TR')",RS,TR,0.14587547686796998,SRB,TUR
"('KR', 'RO')",KR,RO,0.14579865503943945,KOR,ROU
"('KR', 'LU')",KR,LU,0.14387563658039793,KOR,LUX
"('KR', 'BG')",KR,BG,0.14353017739462492,KOR,BGR
"('KR', 'FR')",KR,FR,0.1434056247130302,KOR,FRA
"('VN', 'TR')",VN,TR,0.14178757199121717,VNM,TUR
"('KR', 'GR')",KR,GR,0.14023556468339637,KOR,GRC
"('IN', 'RS')",IN,RS,0.13877871274148124,IND,SRB
"('BZ', 'IN')",BZ,IN,0.1380129705602089,BLZ,IND
"('KR', 'BE')",KR,BE,0.13789367980903477,KOR,BEL
"('TW', 'VE')",TW,VE,0.1367972915141974,TWN,VEN
"('KR', 'VN')",KR,VN,0.12316718095910706,KOR,VNM
"('CN', 'AD')",CN,AD,0.11693733657917749,CHN,AND
"('IN', 'SG')",IN,SG,0.11545523710648897,IND,SGP
"('VN', 'IN')",VN,IN,0.11348995123266992,VNM,IND
"('BZ', 'VE')",BZ,VE,0.10923270776487459,BLZ,VEN
"('KR', 'BZ')",KR,BZ,0.10586766959286109,KOR,BLZ
"('KR', 'RS')",KR,RS,0.10170804622781526,KOR,SRB
"('RU', 'AD')",RU,AD,0.09806597248567428,RUS,AND
"('KR', 'SG')",KR,SG,0.09150105197958103,KOR,SGP
"('ID', 'VE')",ID,VE,0.06767912728236103,IDN,VEN
"('VN', 'VE')",VN,VE,0.06624187983841046,VNM,VEN
"('JP', 'VE')",JP,VE,0.05895325067237267,JPN,VEN
"('KR', 'AD')",KR,AD,0.05140402351591644,KOR,AND
"('AD', 'TR')",AD,TR,0.05021879075139668,AND,TUR
"('IN', 'VE')",IN,VE,0.044995713553676264,IND,VEN
"('NZ', 'VE')",NZ,VE,0.039031561680607174,NZL,VEN
"('CO', 'VE')",CO,VE,0.03686295206747581,COL,VEN
"('SE', 'VE')",SE,VE,0.03672941216472514,SWE,VEN
"('MD', 'VE')",MD,VE,0.03462718841460466,MDA,VEN
"('KR', 'VE')",KR,VE,0.03343700664490468,KOR,VEN
"('AU', 'VE')",AU,VE,0.03136400033745923,AUS,VEN
"('IN', 'AD')",IN,AD,0.027812307683991677,IND,AND
"('VE', 'IL')",VE,IL,0.02721560013512303,VEN,ISR
"('KE', 'VE')",KE,VE,0.027114382828706596,KEN,VEN
"('VE', 'PT')",VE,PT,0.02639674827091021,VEN,PRT
"('VE', 'BR')",VE,BR,0.023472661431629516,VEN,BRA
"('CL', 'VE')",CL,VE,0.020153379841959973,CHL,VEN
"('IS', 'VE')",IS,VE,0.01943080009573339,ISL,VEN
"('VE', 'SA')",VE,SA,0.018912087555853496,VEN,SAU
"('US', 'VE')",US,VE,0.018381133553945994,USA,VEN
"('RO', 'VE')",RO,VE,0.01663171042185696,ROU,VEN
"('SK', 'VE')",SK,VE,0.01566485373711679,SVK,VEN
"('HK', 'VE')",HK,VE,0.015080868339304443,HKG,VEN
"('BE', 'VE')",BE,VE,0.014228103114394819,BEL,VEN
"('PE', 'VE')",PE,VE,0.013253114434167879,PER,VEN
"('HU', 'VE')",HU,VE,0.012880189958438981,HUN,VEN
"('NL', 'VE')",NL,VE,0.012534050389774731,NLD,VEN
"('VE', 'CZ')",VE,CZ,0.011761006114624606,VEN,CZE
"('ES', 'VE')",ES,VE,0.01116450906838784,ESP,VEN
"('CN', 'VE')",CN,VE,0.011118682643101452,CHN,VEN
"('MX', 'VE')",MX,VE,0.009381889574104907,MEX,VEN
"('VE', 'PL')",VE,PL,0.008500888722120625,VEN,POL
"('VE', 'AT')",VE,AT,0.008235262868164117,VEN,AUT
"('FR', 'VE')",FR,VE,0.006665385526320455,FRA,VEN
"('MY', 'VE')",MY,VE,0.006241105523077328,MYS,VEN
"('CA', 'VE')",CA,VE,0.005001931962849038,CAN,VEN
"('BG', 'VE')",BG,VE,0.004722887914109353,BGR,VEN
"('VE', 'SC')",VE,SC,0.004110031684534721,VEN,SYC
"('LT', 'VE')",LT,VE,0.0039842000161097735,LTU,VEN
"('VE', 'DK')",VE,DK,0.003804681035885271,VEN,DNK
"('NO', 'VE')",NO,VE,0.003115994511142639,NOR,VEN
"('UA', 'VE')",UA,VE,0.002876680372948859,UKR,VEN
"('VE', 'TR')",VE,TR,0.0028407770718295033,VEN,TUR
"('LU', 'VE')",LU,VE,0.0020145836738780787,LUX,VEN
"('FI', 'VE')",FI,VE,0.0,FIN,VEN
"('RS', 'VE')",RS,VE,0.0,SRB,VEN
"('SG', 'VE')",SG,VE,0.0,SGP,VEN
"('VE', 'CR')",VE,CR,0.0,VEN,CRI
"('VE', 'DZ')",VE,DZ,0.0,VEN,DZA
"('VE', 'GR')",VE,GR,0.0,VEN,GRC
"('AD', 'VE')",AD,VE,0.0,AND,VEN
"('VE', 'LI')",VE,LI,0.0,VEN,LIE
"('ZA', 'VE')",ZA,VE,0.0,ZAF,VEN
