,countryA_alpha2,countryB_alpha2,metric,countryA_alpha3,countryB_alpha3
715,MX,LU,0.02,MEX,LUX
716,MX,IN,0.24,MEX,IND
717,MX,SG,0.02,MEX,SGP
718,MX,TW,0.04,MEX,TWN
719,MX,MD,0.0,MEX,MDA
720,MX,NO,0.0,MEX,NOR
721,MX,RU,0.16,MEX,RUS
722,MX,AD,0.0,MEX,AND
723,MX,CA,0.0,MEX,CAN
724,MX,RS,0.0,MEX,SRB
725,MX,FI,0.02,MEX,FIN
726,MX,MY,0.0,MEX,MYS
727,MX,BE,0.02,MEX,BEL
728,MX,IS,0.0,MEX,ISL
729,MX,VE,0.02,MEX,VEN
730,MX,PT,0.0,MEX,PRT
731,MX,DK,0.0,MEX,DNK
732,MX,CZ,0.0,MEX,CZE
733,MX,IL,0.0,MEX,ISR
734,MX,TR,0.04,MEX,TUR
735,MX,PL,0.0,MEX,POL
736,MX,DZ,0.0,MEX,DZA
737,MX,BR,0.02,MEX,BRA
738,MX,SC,0.04,MEX,SYC
739,MX,SA,0.0,MEX,SAU
740,MX,AT,0.0,MEX,AUT
741,MX,GR,0.0,MEX,GRC
742,MX,CR,0.0,MEX,CRI
743,MX,LI,0.0,MEX,LIE
744,PE,SE,0.02,PER,SWE
745,PE,NZ,0.0,PER,NZL
746,PE,FR,0.02,PER,FRA
747,PE,ID,0.0,PER,IDN
748,PE,ZA,0.02,PER,ZAF
749,PE,HU,0.02,PER,HUN
750,PE,SK,0.04,PER,SVK
751,PE,CL,0.02,PER,CHL
752,PE,CN,0.2,PER,CHN
753,PE,LU,0.02,PER,LUX
754,PE,IN,0.16,PER,IND
755,PE,SG,0.02,PER,SGP
756,PE,TW,0.04,PER,TWN
757,PE,MD,0.0,PER,MDA
758,PE,NO,0.0,PER,NOR
759,PE,RU,0.16,PER,RUS
760,PE,AD,0.0,PER,AND
761,PE,CA,0.0,PER,CAN
762,PE,RS,0.0,PER,SRB
763,PE,FI,0.02,PER,FIN
764,PE,MY,0.0,PER,MYS
765,PE,BE,0.02,PER,BEL
766,PE,IS,0.0,PER,ISL
767,PE,VE,0.02,PER,VEN
768,PE,PT,0.0,PER,PRT
769,PE,DK,0.0,PER,DNK
770,PE,CZ,0.0,PER,CZE
771,PE,IL,0.0,PER,ISR
772,PE,TR,0.04,PER,TUR
773,PE,PL,0.0,PER,POL
774,PE,DZ,0.0,PER,DZA
775,PE,BR,0.0,PER,BRA
776,PE,SC,0.02,PER,SYC
777,PE,SA,0.04,PER,SAU
778,PE,AT,0.0,PER,AUT
779,PE,GR,0.0,PER,GRC
780,PE,CR,0.0,PER,CRI
781,PE,LI,0.0,PER,LIE
782,SE,NZ,0.02,SWE,NZL
783,SE,FR,0.02,SWE,FRA
784,SE,ID,0.0,SWE,IDN
785,SE,ZA,0.02,SWE,ZAF
786,SE,HU,0.04,SWE,HUN
787,SE,SK,0.04,SWE,SVK
788,SE,CL,0.04,SWE,CHL
789,SE,CN,0.18,SWE,CHN
790,SE,LU,0.02,SWE,LUX
791,SE,IN,0.14,SWE,IND
792,SE,SG,0.02,SWE,SGP
793,SE,TW,0.02,SWE,TWN
794,SE,MD,0.02,SWE,MDA
795,SE,NO,0.0,SWE,NOR
796,SE,RU,0.1,SWE,RUS
797,SE,AD,0.0,SWE,AND
798,SE,CA,0.0,SWE,CAN
799,SE,RS,0.0,SWE,SRB
800,SE,FI,0.0,SWE,FIN
801,SE,MY,0.0,SWE,MYS
802,SE,BE,0.0,SWE,BEL
803,SE,IS,0.0,SWE,ISL
804,SE,VE,0.02,SWE,VEN
805,SE,PT,0.0,SWE,PRT
806,SE,DK,0.0,SWE,DNK
807,SE,CZ,0.0,SWE,CZE
808,SE,IL,0.0,SWE,ISR
809,SE,TR,0.06,SWE,TUR
810,SE,PL,0.02,SWE,POL
811,SE,DZ,0.0,SWE,DZA
812,SE,BR,0.0,SWE,BRA
813,SE,SC,0.0,SWE,SYC
814,SE,SA,0.1,SWE,SAU
815,SE,AT,0.0,SWE,AUT
816,SE,GR,0.0,SWE,GRC
817,SE,CR,0.0,SWE,CRI
818,SE,LI,0.0,SWE,LIE
819,NZ,FR,0.02,NZL,FRA
820,NZ,ID,0.0,NZL,IDN
821,NZ,ZA,0.02,NZL,ZAF
822,NZ,HU,0.02,NZL,HUN
823,NZ,SK,0.02,NZL,SVK
824,NZ,CL,0.02,NZL,CHL
825,NZ,CN,0.2,NZL,CHN
826,NZ,LU,0.02,NZL,LUX
827,NZ,IN,0.1,NZL,IND
828,NZ,SG,0.02,NZL,SGP
829,NZ,TW,0.02,NZL,TWN
830,NZ,MD,0.0,NZL,MDA
831,NZ,NO,0.0,NZL,NOR
832,NZ,RU,0.1,NZL,RUS
